"dx2" "cod_label" "sex2" "cases" "specific" "irr" "left" "right" "diagnosed" "diag_left" "diag_right" "undiagnosed" "undiag_left" "undiag_right"
"Organic Disorders" "Natural Causes" "Males" 36353 63 4.93309371368625 4.80519607767413 5.06439554071016 6215.21039062571 6058.89790883514 6375.55555168092 1259.90113939703 1251.8374212585 1268.01680002356
"Organic Disorders" "Natural Causes" "Males" 36353 64 4.79951250299722 4.6771643154068 4.92506115095149 6655.57916344111 6491.17221424133 6824.1501748554 1386.71983025043 1377.84994212618 1395.64681814507
"Organic Disorders" "Natural Causes" "Males" 36353 65 4.67296233781453 4.55544275526162 4.79351364593736 7133.55729123746 6959.83059997509 7311.62043334062 1526.55997963247 1516.83051626284 1536.35185106711
"Organic Disorders" "Natural Causes" "Males" 36353 66 4.55260428406021 4.43988317639193 4.66818718957522 7651.97953975925 7468.59662319963 7839.86521577726 1680.79171004401 1670.17402791691 1691.47689122921
"Organic Disorders" "Natural Causes" "Males" 36353 67 4.43767067749494 4.33007992026863 4.5479347736096 8213.83280917244 8021.16122216096 8411.1324468381 1850.93338512651 1839.41479396776 1862.52410680347
"Organic Disorders" "Natural Causes" "Males" 36353 68 4.32745797147507 4.22546005239607 4.43191800719166 8822.25069129988 8621.177862149 9028.01316765084 2038.66813946033 2026.24218469084 2051.17029654814
"Organic Disorders" "Natural Causes" "Males" 36353 69 4.22132068608826 4.12535421853806 4.31951958324479 9480.50502867791 9272.25955109399 9693.42748695842 2245.86231032427 2232.51762120257 2259.28676621962
"Organic Disorders" "Natural Causes" "Males" 36353 70 4.11866631991768 4.02904552099255 4.21028061520767 10191.9940030383 9977.96232220321 10410.6167575738 2474.58599735317 2460.29328220983 2488.96174394144
"Organic Disorders" "Natural Causes" "Males" 36353 71 4.01895110396843 3.9358016448301 4.10385721478256 10960.2262528924 10741.7506425028 11183.145421313 2727.13600373737 2711.83327087469 2742.52508911869
"Organic Disorders" "Natural Causes" "Males" 36353 72 3.92167649217952 3.84489697652717 3.99998923331485 11788.8004982918 11566.9468125828 12014.9093309001 3006.06144382397 2989.63840632027 3022.57469831187
"Organic Disorders" "Natural Causes" "Males" 36353 73 3.82638629497659 3.75563119216197 3.89847440529865 12681.3801378152 12456.6732355695 12910.140545436 3314.19233715731 3296.47611315489 3332.00377331419
"Organic Disorders" "Natural Causes" "Males" 36353 74 3.73266437196432 3.66735024384333 3.79914172013482 13641.6622809133 13413.8065921813 13873.3884753464 3654.67154865959 3635.41678192341 3674.02829711183
"Organic Disorders" "Natural Causes" "Males" 36353 75 3.64013280750022 3.57947417170835 3.70181937921776 14673.3406907436 14440.9755235387 14909.4447723203 4030.99047938862 4009.87715836697 4052.21496898401
"Organic Disorders" "Natural Causes" "Males" 36353 76 3.54845049888421 3.49153168702173 3.60629719897291 15780.0621415525 15540.6382068034 16023.1747163542 4447.02896278657 4423.66994079655 4470.51133120967
"Organic Disorders" "Natural Causes" "Males" 36353 77 3.45731209154425 3.40319304256336 3.5122917650698 16965.3757437124 16715.2528052485 17219.2414604086 4907.09987831461 4881.05767400495 4933.28102718314
"Organic Disorders" "Natural Causes" "Males" 36353 78 3.36644719917053 3.3142849592567 3.41943040025886 18232.6748619227 17967.4927066872 18501.7708395598 5415.99905871546 5386.80913457158 5445.34715658524
"Organic Disorders" "Natural Causes" "Males" 36353 79 3.27561984950694 3.22477420839942 3.32726718371063 19585.1313510755 19300.3985865 19874.064689378 5979.06113983995 5946.25759109812 6012.04565497847
"Organic Disorders" "Natural Causes" "Males" 36353 80 3.18462809867649 3.13472238074866 3.23532833056102 21025.6219628456 20717.3694304809 21338.4609666746 6602.22208413714 6565.36142060495 6639.28969873097
"Organic Disorders" "Natural Causes" "Males" 36353 81 3.0933037587198 3.04422951334885 3.14316910132838 22556.6469368574 22221.9754126206 22896.3587433848 7292.08920180303 7250.7674946847 7333.64639895472
"Organic Disorders" "Natural Causes" "Males" 36353 82 3.00151218467065 2.95338425263368 3.0504244026806 24180.2409853484 23817.637812962 24548.3644810203 8056.01959866829 8009.87628410698 8102.4287357471
"Organic Disorders" "Natural Causes" "Males" 36353 83 2.90915206916716 2.86222650035443 2.95684697227545 25897.8771108346 25507.203365971 26294.5344977595 8902.20809881855 8850.9050188576 8953.80855017914
"Organic Disorders" "Natural Causes" "Males" 36353 84 2.8161551944905 2.77071761679101 2.86233791253007 27710.3639625332 27292.3675563803 28134.7621949548 9839.78582456871 9782.94176294294 9896.96018023287
"Organic Disorders" "Natural Causes" "Males" 36353 85 2.72248609419387 2.67870975083285 2.76697784475326 29617.7377379959 29172.8245636882 30069.4362591334 10878.9307688881 10815.9798173881 10942.2481062693
"Organic Disorders" "Natural Causes" "Males" 36353 86 2.62814157928273 2.58591104261742 2.67106178322492 31619.1499686852 31144.9968213863 32100.5216496183 12030.9918681453 11960.9222458994 12101.4719731166
"Organic Disorders" "Natural Causes" "Males" 36353 87 2.5331500873592 2.4918620987888 2.57512218200474 33712.7528872997 33200.3769451482 34233.036242868 13308.6282788894 13229.5606012098 13388.1685117688
"Organic Disorders" "Natural Causes" "Males" 36353 88 2.43757081734697 2.39597523416765 2.47988852507722 35895.5844535275 35324.1913289611 36476.2202554354 14725.9657844919 14634.5727462688 14817.9295730595
"Organic Disorders" "Natural Causes" "Males" 36353 89 2.34149261743886 2.29770188736215 2.38611793273797 38163.4555042365 37496.0341310381 38842.7568348684 16298.7725094687 16189.6352828858 16408.6454496127
"Organic Disorders" "Natural Causes" "Males" 36353 90 2.24503259979172 2.19678403807384 2.29434085771437 40510.8418820177 39693.2792289485 41345.243876776 18044.6564053351 17909.7214088889 18180.6080258176
"Organic Disorders" "Natural Causes" "Males" 36353 91 2.14833446222833 2.09338263321643 2.20472879079278 42930.7847680209 41894.6496035406 43992.5455455385 19983.2872966585 19811.5045718072 20156.5595249672
"Organic Disorders" "Natural Causes" "Males" 36353 92 2.05156650474861 1.9879784578228 2.11718849711076 45414.8027843138 44080.8075270554 46789.1680675818 22136.6466449884 21913.685674229 22361.8761339342
"Organic Disorders" "Natural Causes" "Males" 36353 93 1.95491933691186 1.88119146178918 2.03153676351323 47952.8197183853 46232.7624959638 49736.8704529544 24529.3086077583 24237.1718829482 24824.9665299422
"Organic Disorders" "Natural Causes" "Males" 36353 94 1.8586032809932 1.77366404571897 1.94761018269297 50533.1119369963 48330.4111477946 52836.2027425775 27188.7564461808 26805.1853258281 27577.8163106918
"Organic Disorders" "Natural Causes" "Males" 36353 95 1.76284548506295 1.66601924491299 1.86529910365419 53142.2796762282 50351.9775592407 56087.2090051243 30145.7388787143 29643.3920609957 30656.5986333045
"Organic Disorders" "Natural Causes" "Males" 36353 96 1.66788676956613 1.55885454086945 1.78454512795156 55765.2463967466 52274.0815272177 59489.5714058732 33434.6715941953 32780.0835939001 34102.3311124108
"Organic Disorders" "Natural Causes" "Males" 36353 97 1.57397824033512 1.45274462007035 1.70532897993349 58385.2902561353 54072.1031075784 63042.5288158509 37094.0898418675 36246.4072442392 37961.5969087592
"Organic Disorders" "Natural Causes" "Males" 36353 98 1.48137770996831 1.34824316367018 1.62765885169938 60984.1114535866 55720.6772473955 66744.7352312521 41167.1588165662 40076.6350636364 42287.3567687849
"Organic Disorders" "Natural Causes" "Males" 36353 99 1.39034597784529 1.24588161832542 1.55156148840913 63541.9387294445 57194.2560922064 70594.1164963707 45702.2494702503 44308.4647695349 47139.8776171798
"Organic Disorders" "Natural Causes" "Males" 36353 100 1.30114302641573 1.14616539005746 1.47707581285928 66037.6776409672 58467.7164724466 74587.7405741927 50753.5884220827 48983.3503361765 52587.8021825657
"Organic Disorders" "Natural Causes" "Females" 50281 35 47.8292222956364 22.9671935367489 99.6044423862694 1752.95555692371 844.808579052793 3637.33662363494 36.6503044119878 34.0768983761916 39.4180479297921
"Organic Disorders" "Natural Causes" "Females" 50281 36 38.6061263734824 22.4146407921617 66.4937264614338 1627.05889563356 947.161945283988 2795.00318086211 42.1450958299495 39.9500745239106 44.4607206290078
"Organic Disorders" "Natural Causes" "Females" 50281 37 31.7656720630692 21.3757233664465 47.2057906214475 1535.71556136738 1035.46613013923 2277.64309887065 48.3451305018288 46.4674759949935 50.2986571401184
"Organic Disorders" "Natural Causes" "Females" 50281 38 26.6124097165718 19.9093329459665 35.5722792343058 1472.26763772108 1103.2758587406 1964.66910782869 55.3225977429729 53.6296995940018 57.0689346425707
"Organic Disorders" "Natural Causes" "Females" 50281 39 22.6735805622471 18.1119727788339 28.3840563250786 1431.93908242528 1145.73015142328 1789.64438810463 63.154519353222 61.4664869137311 64.8889096319169
"Organic Disorders" "Natural Causes" "Females" 50281 40 19.6223578388163 16.1758012109377 23.8032677413346 1411.29382582875 1165.43139348491 1709.02403518285 71.9227443216311 70.0873225899918 73.8062314209928
"Organic Disorders" "Natural Causes" "Females" 50281 41 17.2291110985188 14.3618097514327 20.668862377563 1407.85779287913 1175.66118349414 1685.91392894309 81.7138960233519 79.6597216783922 83.8210410811207
"Organic Disorders" "Natural Causes" "Females" 50281 42 15.3299440609216 12.8432893984672 18.2980525953914 1419.84818817773 1191.61402202569 1691.79687399492 92.6192673981858 90.3510678059111 94.9444085354286
"Organic Disorders" "Natural Causes" "Females" 50281 43 13.806058481766 11.6509444171838 16.3598111858486 1445.97283917268 1222.24597539225 1710.65194217891 104.734659865624 102.307036016681 107.219888330843
"Organic Disorders" "Natural Causes" "Females" 50281 44 12.5700124740306 10.7387939216325 14.7134971348129 1485.27471140716 1270.76259950918 1735.99771444147 118.160162090189 115.651995478874 120.722723783268
"Organic Disorders" "Natural Causes" "Females" 50281 45 11.5564379400652 10.0407660987363 13.3009031929731 1537.00468782216 1337.15473614057 1766.72403465124 132.999865165502 130.489104495319 135.558935762918
"Organic Disorders" "Natural Causes" "Females" 50281 46 10.7156859823319 9.49250136514182 12.0964877069815 1600.51105331994 1419.44256830494 1804.67719441326 149.361511335708 146.896609674834 151.867773652973
"Organic Disorders" "Natural Causes" "Females" 50281 47 10.0094241040026 9.03674456866215 11.0867990272984 1675.13792121674 1513.9445200853 1853.49398070428 167.356074016974 164.926852106847 169.821076147322
"Organic Disorders" "Natural Causes" "Females" 50281 48 9.40755466301428 8.62625660330542 10.2596165182113 1760.12777239449 1615.607427815 1917.57584287929 187.097267615613 184.624355415928 189.60330271901
"Organic Disorders" "Natural Causes" "Females" 50281 49 8.88722451567278 8.23414455619502 9.59210262255499 1854.81250796503 1720.33182263241 1999.80573191933 208.705485575842 206.077944051136 211.366528863658
"Organic Disorders" "Natural Causes" "Females" 50281 50 8.43434929150091 7.86208591731424 9.04826641672512 1959.50797493892 1828.5806071747 2099.80981357 232.324736291568 229.456098429648 235.229237585487
"Organic Disorders" "Natural Causes" "Females" 50281 51 8.03831652751862 7.51778618838513 8.59488830586955 2074.82462400307 1942.68214142425 2215.95552281827 258.116810516241 254.959651120774 261.313064942646
"Organic Disorders" "Natural Causes" "Females" 50281 52 7.6902202088683 7.20680621224778 8.20606037115032 2201.40135907078 2065.38695227582 2346.37288590342 286.259859832381 282.802905171172 289.759071964468
"Organic Disorders" "Natural Causes" "Females" 50281 53 7.38252048446518 6.93092328072805 7.86354234436469 2339.89670118806 2199.23716303953 2489.55258861836 316.950925650912 313.211390257771 320.735108606024
"Organic Disorders" "Natural Causes" "Females" 50281 54 7.10877581990488 6.68862675241772 7.55531673813277 2490.97803443891 2346.29439290447 2644.58355559382 350.408860476939 346.423892363605 354.439668300567
"Organic Disorders" "Natural Causes" "Females" 50281 55 6.86343161526304 6.47634674530134 7.27365216687458 2655.30863807908 2508.12752950116 2811.12657969974 386.877700095987 382.695576394334 391.10552633442
"Organic Disorders" "Natural Causes" "Females" 50281 56 6.64165325395015 6.28947687489781 7.01354958816401 2833.5322238462 2685.8690901637 2989.31354956151 426.630556505031 422.301047216854 431.004452731862
"Organic Disorders" "Natural Causes" "Females" 50281 57 6.43919447679533 6.12299840673673 6.77171914080073 3026.2547253975 2880.24608597799 3179.66499722921 469.974114977133 465.537376061898 474.453137612675
"Organic Disorders" "Natural Causes" "Females" 50281 58 6.25229415861884 5.97181236108517 6.54594951787733 3234.02313171245 3091.56723765078 3383.0432309791 517.253835098965 512.727908582651 521.819712650688
"Organic Disorders" "Natural Causes" "Females" 50281 59 6.07759619283451 5.83092799892501 6.33469929485773 3457.30122174537 3319.68411810966 3600.62322576897 568.859975564275 564.228674261216 573.529291510578
"Organic Disorders" "Natural Causes" "Females" 50281 60 5.91208839984143 5.69564118507969 6.13676109708279 3696.44214716977 3563.97248180013 3833.83559136564 625.234586693412 620.440233568067 630.06598741923
"Organic Disorders" "Natural Causes" "Females" 50281 61 5.75305726604301 5.56181881787878 5.95087128692075 3951.65792688045 3823.41890355324 4084.19813914843 686.879644012036 681.827105247308 691.969623570439
"Organic Disorders" "Natural Causes" "Females" 50281 62 5.59805596448716 5.42633257767735 5.77521376232049 4222.98606343471 4096.91312078185 4352.93860675289 754.366531921861 748.942507256995 759.829838698879
"Organic Disorders" "Natural Causes" "Females" 50281 63 5.44522707270019 5.28784757876486 5.60729057175147 4510.48805453082 4383.99771420695 4640.62798758678 828.337917649797 822.439908508383 834.2782235128
"Organic Disorders" "Natural Causes" "Females" 50281 64 5.29424491337803 5.14752363939759 5.44514822395441 4815.04102430436 4685.88889596605 4947.75283419396 909.485885727969 903.037362396256 915.980457490115
"Organic Disorders" "Natural Causes" "Females" 50281 65 5.14514698920662 5.0068317272063 5.28728325273936 5137.83985107025 5004.40944223454 5274.82785730233 998.579799925698 991.529302115793 1005.68043192655
"Organic Disorders" "Natural Causes" "Females" 50281 66 4.99797088693351 4.86691805160092 5.132552617856 5480.20496177833 5341.56477466209 5622.44355166501 1096.48597115794 1088.803090959 1104.22306377475
"Organic Disorders" "Natural Causes" "Females" 50281 67 4.85275411616945 4.72857560349245 4.98019371723833 5843.59700965142 5699.45616663745 5991.38321496266 1204.18155747485 1195.85197845781 1212.56915528339
"Organic Disorders" "Natural Causes" "Females" 50281 68 4.7095339499188 4.59228806606819 4.82977324295502 6229.63330409934 6080.2428632993 6382.69424035559 1322.77065423995 1313.79066905456 1331.81201916857
"Organic Disorders" "Natural Causes" "Females" 50281 69 4.56834726724056 4.45830058899481 4.68111028799197 6640.10624225237 6486.14033908468 6797.72693827051 1453.50295277864 1443.87333183843 1463.19679652663
"Organic Disorders" "Natural Causes" "Females" 50281 70 4.42923039845145 4.32668834834279 4.53420268415693 7077.00403113298 6919.43654231124 7238.15960308574 1597.79541692102 1587.51429864903 1608.1431181479
"Organic Disorders" "Natural Causes" "Females" 50281 71 4.29221897328833 4.19741163918338 4.38916772962507 7542.53403567934 7382.51348418568 7706.02313172156 1757.25751240061 1746.31201530325 1768.27161345056
"Organic Disorders" "Natural Causes" "Females" 50281 72 4.1573477724505 4.07035647210133 4.24619824321589 8039.14914170825 7877.8679030218 8203.73224306521 1933.72062712225 1922.07711569525 1945.43467232608
"Organic Disorders" "Natural Causes" "Females" 50281 73 4.02465058294383 3.94536374756535 4.10553078275372 8569.5775858805 8408.12921894561 8734.12599736837 2129.27244471799 2116.86583934015 2141.75176318617
"Organic Disorders" "Natural Causes" "Females" 50281 74 3.89416005764797 3.82225126442416 3.9674216856765 9136.8567784895 8976.07650952071 9300.51695772446 2346.29718430425 2333.02038286874 2359.64954164045
"Organic Disorders" "Natural Causes" "Females" 50281 75 3.76590757952333 3.70083308389142 3.83212632832359 9744.37173145841 9584.66068040695 9906.74407858268 2587.5228017921 2573.2180217823 2601.90710352505
"Organic Disorders" "Natural Causes" "Females" 50281 76 3.63992313086878 3.58094068473117 3.69987708959446 10395.8988057408 10237.0450015773 10557.217630923 2856.07646974115 2840.53074721338 2871.70727125958
"Organic Disorders" "Natural Causes" "Females" 50281 77 3.51623516803185 3.46244912932862 3.57085672455825 11095.6556122947 10936.6860806781 11256.9358358152 3155.54992259102 3138.49666274892 3172.69584261488
"Organic Disorders" "Natural Causes" "Females" 50281 78 3.39487050196241 3.34530734670216 3.4451679713244 11848.3580424733 11687.4811468309 12011.4493909328 3490.0765833702 3471.20381543119 3509.05196163941
"Organic Disorders" "Natural Causes" "Females" 50281 79 3.27585418498562 3.22956406841164 3.32280778890558 12659.2855713068 12493.9912734204 12826.7666967903 3864.42279065072 3843.38713917098 3885.5735745949
"Organic Disorders" "Natural Causes" "Females" 50281 80 3.15920940415516 3.11537471430524 3.20366086733428 13534.3561758892 13361.7059386661 13709.2372737936 4284.09593808124 4260.54010016901 4307.78201241577
"Organic Disorders" "Natural Causes" "Females" 50281 81 3.04495738152739 3.00297879297542 3.08752278804189 14480.2124471673 14297.270901758 14665.4948315569 4755.4729452088 4729.04401101751 4782.04958125292
"Organic Disorders" "Natural Causes" "Females" 50281 82 2.93311728167678 2.89265316014569 2.97414743896835 15504.3207544583 15308.61213251 15702.5313579301 5285.95322502581 5256.3189972731 5315.75452548758
"Organic Disorders" "Natural Causes" "Females" 50281 83 2.82370612674932 2.78465932835161 2.86330044363506 16615.0856571791 16404.952463342 16827.9104747346 5884.14123544306 5851.00074996355 5917.46943099555
"Organic Disorders" "Natural Causes" "Females" 50281 84 2.71673871932435 2.6792003635534 2.75480302611157 17821.9821588254 17596.7608944286 18050.0860343028 6560.06484247321 6523.14638344417 6597.19224555118
"Organic Disorders" "Natural Causes" "Females" 50281 85 2.61222757332862 2.57639014309337 2.64856350003939 19135.7088778992 18895.6479428977 19378.8196819863 7325.43713774355 7284.47084764239 7366.63381340871
"Organic Disorders" "Natural Causes" "Females" 50281 86 2.51018285321601 2.47622735739493 2.54460396690252 20568.3657860324 20314.1444597509 20825.7685646691 8193.97111237549 8148.61225985016 8239.58245274007
"Organic Disorders" "Natural Causes" "Females" 50281 87 2.41061232159516 2.37856417307748 2.44309227844286 22133.6608556201 21865.2135983388 22405.4039384654 9181.75878275343 9131.42125673581 9232.3737975052
"Organic Disorders" "Natural Causes" "Females" 50281 88 2.31352129545476 2.2830680703114 2.34438072790035 23847.1507931418 23561.3113221569 24136.4579914555 10307.7291054086 10251.2723075645 10364.4968275875
"Organic Disorders" "Natural Causes" "Females" 50281 89 2.21891261110168 2.18920679298272 2.24902151385977 25726.5220412193 25413.087748548 26043.8221000971 11594.2024541678 11529.421470708 11659.3474260402
"Organic Disorders" "Natural Causes" "Females" 50281 90 2.12678659789197 2.09634059322639 2.15767478223154 27791.9194508111 27428.8465170192 28159.798345188 13067.5637500997 12990.5028899251 13145.0817423978
"Organic Disorders" "Natural Causes" "Females" 50281 91 2.03714106079821 2.003975481666 2.07085552670536 30066.3315024194 29616.6776335092 30522.812220861 14759.0817744543 14663.3141526509 14855.4748645038
"Organic Disorders" "Natural Causes" "Females" 50281 92 1.94997127181982 1.91199514290595 1.98870168422265 32576.0427508102 31988.4431861596 33174.4360026173 16705.9090672697 16581.9417433016 16830.8031763906
"Organic Disorders" "Natural Causes" "Females" 50281 93 1.86526997020525 1.82062042002966 1.91101452201268 35351.1663549562 34561.5144845381 36158.8599716854 18952.3055212571 18787.067616954 19118.9967425746
"Organic Disorders" "Natural Causes" "Females" 50281 94 1.78302737141737 1.73020011638174 1.83746757217424 38426.272225095 37357.5813934175 39525.5351669337 21551.1398428781 21327.3190587181 21777.3095272108
"Organic Disorders" "Natural Causes" "Females" 50281 95 1.70323118473511 1.64106614345737 1.76775109292207 41841.1295861725 40401.2328260456 43332.344153574 24565.7371478198 24260.7590576643 24874.54906837
"Organic Disorders" "Natural Causes" "Females" 50281 96 1.62586663934742 1.55349212062349 1.70161296208052 45641.5867643863 43719.484510852 47648.1931495309 28072.1589703726 27656.7105373403 28493.8481094453
"Organic Disorders" "Natural Causes" "Females" 50281 97 1.55091651875799 1.46769873838289 1.63885270543096 49880.6159304131 47341.9362297827 52555.4306338688 32162.02505236 31598.0539397025 32736.0620828907
"Organic Disorders" "Natural Causes" "Females" 50281 98 1.47836120328314 1.38386817389894 1.57930638813316 54619.5566047363 51301.1696676848 58152.5915105442 36946.0159556659 36184.0999979877 37723.9753115934
"Organic Disorders" "Natural Causes" "Females" 50281 99 1.40817872038976 1.30215576116294 1.5228341859714 59929.5992317304 55633.2263344744 64557.767016475 42558.2338122132 41534.1546999036 43607.5629395008
"Organic Disorders" "Natural Causes" "Females" 50281 100 1.34034480258595 1.22269746479674 1.46931210830458 65893.5594194015 60378.1269804621 71912.8166125992 49161.6480268898 47791.9337561994 50570.6182354736
"Organic Disorders" "Natural Causes" "Persons (M)" 36353 35 38.2689771953411 25.4507111944403 57.5431705773888 2049.80870650864 1366.84894673452 3074.01614737077 53.563195484571 51.1302847775822 56.1118703523488
"Organic Disorders" "Natural Causes" "Persons (M)" 36353 36 32.405965931026 23.9778433495513 43.7965421916256 1988.99023438499 1474.56554588282 2682.87982417923 61.3772858558953 59.3132624391938 63.5131345691578
"Organic Disorders" "Natural Causes" "Persons (M)" 36353 37 27.756305935096 22.3045925041457 34.5405332565233 1949.43646397207 1568.8655582823 2422.32516801805 70.2340026273862 68.4709418001169 72.042460573476
"Organic Disorders" "Natural Causes" "Persons (M)" 36353 38 24.0337390674863 20.4813355795411 28.2022923417654 1928.72981778752 1645.72279234844 2260.4041988835 80.2509260990012 78.6573137765653 81.8768253139369
"Organic Disorders" "Natural Causes" "Persons (M)" 36353 39 21.0265684806984 18.5688265472932 23.8096134372018 1925.07802711196 1702.18463628769 2177.15830084777 91.5545505620239 89.9595992388772 93.1777797981976
"Organic Disorders" "Natural Causes" "Persons (M)" 36353 40 18.5766435990768 16.6774578529096 20.6921037037379 1937.17417280805 1741.41973361878 2154.93353115755 104.280095727535 102.542201493866 106.047443945256
"Organic Disorders" "Natural Causes" "Persons (M)" 36353 41 16.5646508327811 14.9526346613233 18.3504555168254 1964.08894990485 1775.34182428707 2172.90290262128 118.57110480216 116.623878341878 120.550843394104
"Organic Disorders" "Natural Causes" "Persons (M)" 36353 42 14.8997134074536 13.4841906381631 16.4638327639733 2005.1854337077 1817.06869489449 2212.77744471131 134.578792146741 132.425207341131 136.767399948411
"Organic Disorders" "Natural Causes" "Persons (M)" 36353 43 13.5119658590806 12.2788205786993 14.8689542457913 2060.0492091041 1874.34215367785 2264.15584561401 152.461102299164 150.149268147619 154.808531543581
