"sex" "dx2" "cod_label" "n" "fu" "deaths" "rate1000" "left" "right" "MRR" "MRR_left" "MRR_right"
"both" "Any Disorder" "All Causes" 726641 7114478.33867805 208655 29.3282219815951 29.202651362547 29.4543325509434 2.52958325794844 2.51748614426366 2.54173850111284
"both" "Any Disorder" "Diabetes Mellitus" 726641 7114478.33867805 4951 0.695904852655712 0.676787976884411 0.71556171281169 2.60980579985136 2.52961425766336 2.69253950174573
"both" "Any Disorder" "Digestive Diseases" 726641 7114478.33867805 7280 1.02326546704374 1.00002782006073 1.04704308724198 2.44226794950535 2.38039554983478 2.50574856670149
"both" "Any Disorder" "Dis. Circulatory System" 726641 7114478.33867805 69499 9.76867124918588 9.69631419119616 9.84156825913442 2.44653015870535 2.42631665175677 2.46691206323833
"both" "Any Disorder" "Homicide" 726641 7114478.33867805 259 0.0364046368082871 0.0322303938304837 0.0411194969603448 5.77899996373949 4.98950798458512 6.69341359590548
"both" "Any Disorder" "Infectious Diseases" 726641 7114478.33867805 2920 0.4104306543637 0.395810762329718 0.425590555067045 2.70518302410527 2.59619047924795 2.81875126359264
"both" "Any Disorder" "Natural Causes" 726641 7114478.33867805 191410 26.9042916273136 26.7840333683239 27.0250898366781 2.40110574806131 2.38917216800794 2.41309893467415
"both" "Any Disorder" "Neoplasms" 726641 7114478.33867805 34982 4.91701546265443 4.86575838788965 4.96881249183208 1.39701827872358 1.38152354399217 1.41268679753956
"both" "Any Disorder" "Other Causes" 726641 7114478.33867805 37646 5.29146315553967 5.23828016334867 5.34518610179387 3.57820729812003 3.53630421196402 3.62060691074101
"both" "Any Disorder" "Respiratory Diseases" 726641 7114478.33867805 22609 3.17788584400989 3.13673125296597 3.21958039217077 2.70170393643022 2.66225763355176 2.74173470971875
"both" "Any Disorder" "Suicide" 726641 7114478.33867805 6603 0.928107400946408 0.905989260439223 0.950765517103258 11.8367391029483 11.4450822042593 12.241798712387
"both" "Any Disorder" "Unnatural Causes" 726641 7114478.33867805 17245 2.42393035428151 2.38802165109232 2.46037901696567 6.06978304994474 5.95892042225262 6.18270821939744
"both" "Organic Disorders" "Accidents" 123695 586419.307253537 3038 5.18059341229454 4.99961158257732 5.36812663548438 3.70411160288614 3.56404494163458 3.84968287194019
"both" "Organic Disorders" "Alcohol Misuse" 123695 586419.307253537 1549 2.64145463977756 2.51313395885139 2.77632737778583 7.37341813066048 6.99624558134179 7.77092431897248
"both" "Organic Disorders" "All Causes" 123695 586419.307253537 90144 153.71935897231 152.719148312911 154.726120358152 2.93836629080473 2.91799066694475 2.95888419272351
"both" "Organic Disorders" "Diabetes Mellitus" 123695 586419.307253537 2047 3.49067633804046 3.34268855102322 3.64521585273797 2.93535712324507 2.80302473556506 3.07393699800819
"both" "Organic Disorders" "Digestive Diseases" 123695 586419.307253537 2580 4.39958229220537 4.23305032231312 4.5726657781167 2.13825638792792 2.0532634894897 2.22676748693899
"both" "Organic Disorders" "Dis. Circulatory System" 123695 586419.307253537 40073 68.3350624788937 67.6692661002906 69.0074096130066 3.29435810124629 3.2597685608406 3.32931467271051
"both" "Organic Disorders" "Homicide" 123695 586419.307253537 18 0.030694760178177 0.0193390046019212 0.0487185520552697 4.98353590406255 3.06709754373979 8.09743731749652
"both" "Organic Disorders" "Infectious Diseases" 123695 586419.307253537 1193 2.0343804940314 1.92215376871848 2.15315968048423 2.70183160353208 2.54264362170942 2.8709859106944
"both" "Organic Disorders" "Natural Causes" 123695 586419.307253537 86634 147.733880737566 146.753400488165 148.720911714352 2.91300110647685 2.89240583589475 2.93374302493424
"both" "Organic Disorders" "Neoplasms" 123695 586419.307253537 8989 15.3286221800907 15.0149945735926 15.6488007230594 1.24845767898035 1.22230134201116 1.27517374204992
"both" "Organic Disorders" "Other Causes" 123695 586419.307253537 20877 35.6008060133223 35.1211480683805 36.0870147618909 5.19504921679536 5.11684379589264 5.2744499229369
"both" "Organic Disorders" "Respiratory Diseases" 123695 586419.307253537 9326 15.9032963012044 15.5837837878485 16.2293597426006 2.62648550166245 2.57049079478939 2.68369997839586
"both" "Organic Disorders" "Suicide" 123695 586419.307253537 454 0.774190062271797 0.706152863327649 0.848782584688474 3.67487471063752 3.33701301979756 4.04694379637226
"both" "Organic Disorders" "Unnatural Causes" 123695 586419.307253537 3510 5.98547823474451 5.79070490805256 6.18680286208 3.70341795470239 3.57361112867045 3.83793984666561
"both" "Substance Use Disorders" "Accidents" 153331 1620588.98263343 4935 3.04518915831496 2.96140257887936 3.13134630058576 11.7042596585404 11.3491766221387 12.070452220059
"both" "Substance Use Disorders" "Alcohol Misuse" 153331 1620588.98263343 9622 5.937347534206 5.81989123619043 6.05717432015401 21.4366879593055 20.9018543194606 21.9852068453462
"both" "Substance Use Disorders" "All Causes" 153331 1620588.98263343 55839 34.4559913700404 34.1713852809941 34.7429678817446 3.90544528437115 3.87201810305982 3.93916104296199
"both" "Substance Use Disorders" "Diabetes Mellitus" 153331 1620588.98263343 1137 0.701596772645211 0.661978571589297 0.743586050231802 3.21468133479518 3.02765720390369 3.4132583011565
"both" "Substance Use Disorders" "Digestive Diseases" 153331 1620588.98263343 2361 1.45687773106011 1.39928155550784 1.51684463709559 5.19205808719942 4.97782978527284 5.41550602244534
"both" "Substance Use Disorders" "Dis. Circulatory System" 153331 1620588.98263343 10447 6.44642170960819 6.32398442210156 6.5712294788193 2.65104505608062 2.59964495139925 2.70346144214297
"both" "Substance Use Disorders" "Homicide" 153331 1620588.98263343 174 0.107368371539373 0.0925437180379326 0.124567798349009 13.9634570703353 11.7713897047305 16.5637310670925
"both" "Substance Use Disorders" "Infectious Diseases" 153331 1620588.98263343 895 0.552268347860566 0.517246574943214 0.589661377810232 5.28533069570006 4.93488198656318 5.66066638249316
"both" "Substance Use Disorders" "Natural Causes" 153331 1620588.98263343 48033 29.6392240813258 29.3753452288405 29.9054733586774 3.52309200203026 3.4907042261229 3.55578028120581
"both" "Substance Use Disorders" "Neoplasms" 153331 1620588.98263343 10463 6.45629466331296 6.33376275713038 6.58119705108894 2.051756195866 2.01198461624759 2.09231395373476
"both" "Substance Use Disorders" "Other Causes" 153331 1620588.98263343 7325 4.51996161796497 4.41762860979366 4.6246651387996 3.93381649526569 3.84159048039665 4.02825660293354
"both" "Substance Use Disorders" "Respiratory Diseases" 153331 1620588.98263343 5783 3.56845570466777 3.47765960237607 3.66162234724631 4.57553793128624 4.45487288669273 4.69947131896317
"both" "Substance Use Disorders" "Suicide" 153331 1620588.98263343 2697 1.66420975886028 1.60257208913795 1.72821811902115 11.6486372326775 11.1598695381134 12.1588114372759
"both" "Substance Use Disorders" "Unnatural Causes" 153331 1620588.98263343 7806 4.81676728871461 4.71109009788491 4.92481498582409 11.7759830964746 11.4882447490281 12.0709282329825
"both" "Schizophrenia" "Accidents" 102356 1148818.35077476 2179 1.89673154030878 1.81874138510347 1.97806602162815 5.39094292999118 5.16212000147638 5.6299089649427
"both" "Schizophrenia" "Alcohol Misuse" 102356 1148818.35077476 1463 1.27348244308019 1.20987039947503 1.34043905325495 3.98803032272408 3.78309160798511 4.20407103581546
"both" "Schizophrenia" "All Causes" 102356 1148818.35077476 32354 28.1628509661084 27.8576423870728 28.4714034130644 2.57143895295337 2.54312150892193 2.60007170934156
"both" "Schizophrenia" "Diabetes Mellitus" 102356 1148818.35077476 891 0.775579533003727 0.726289917411414 0.828214184988527 3.10912036270682 2.90779344273427 3.32438655639459
"both" "Schizophrenia" "Digestive Diseases" 102356 1148818.35077476 1195 1.04019926143597 0.982863295158428 1.10087995840514 2.68011441743426 2.52993196314187 2.83921204016038
"both" "Schizophrenia" "Dis. Circulatory System" 102356 1148818.35077476 8985 7.82107980251233 7.66102322177763 7.9844803372196 2.21209317382154 2.16622270577955 2.25893496389462
"both" "Schizophrenia" "Homicide" 102356 1148818.35077476 46 0.0400411431180375 0.0299918770370616 0.0534575792044606 4.40031042584409 3.26709867241786 5.92658312014267
"both" "Schizophrenia" "Infectious Diseases" 102356 1148818.35077476 476 0.414338785308388 0.378739699055486 0.453283955811772 3.02706574337659 2.76223272449861 3.31729000726661
"both" "Schizophrenia" "Natural Causes" 102356 1148818.35077476 28413 24.7323695524522 24.4464572645011 25.0216257129128 2.36444013226219 2.33670023989624 2.39250933585743
"both" "Schizophrenia" "Neoplasms" 102356 1148818.35077476 5289 4.60386099894131 4.48144321852698 4.72962281658447 1.38092147529687 1.34387047019406 1.41899399029188
"both" "Schizophrenia" "Other Causes" 102356 1148818.35077476 6269 5.45691143928211 5.32348814998545 5.59367873416782 3.74263435832483 3.6489986862212 3.83867278248299
"both" "Schizophrenia" "Respiratory Diseases" 102356 1148818.35077476 3845 3.34691728888814 3.24278166055636 3.45439703046071 3.16231418941191 3.06204040714775 3.2658716747213
"both" "Schizophrenia" "Suicide" 102356 1148818.35077476 1716 1.4937087302294 1.42468128859561 1.56608063054082 10.7685699702576 10.2357010562595 11.3291799523023
"both" "Schizophrenia" "Unnatural Causes" 102356 1148818.35077476 3941 3.43048141365622 3.32503348362283 3.5392734501484 6.88849180068466 6.66773910346543 7.11655308520363
"both" "Mood Disorders" "Accidents" 248472 2268957.21452205 3177 1.40020269208524 1.35235054186083 1.44974806326843 3.1581298600197 3.0443259644114 3.27618800658767
"both" "Mood Disorders" "Alcohol Misuse" 248472 2268957.21452205 2879 1.26886482546849 1.22335189680585 1.31607099274944 4.24432429605928 4.08265342157714 4.41239725001202
"both" "Mood Disorders" "All Causes" 248472 2268957.21452205 71148 31.3571360202961 31.1275695162429 31.5883955823233 1.92394779817529 1.90933231228379 1.93867516214398
"both" "Mood Disorders" "Diabetes Mellitus" 248472 2268957.21452205 1767 0.778771846683858 0.743294212402866 0.81594283806783 2.08578762665571 1.9870059035827 2.18948016997122
"both" "Mood Disorders" "Digestive Diseases" 248472 2268957.21452205 2703 1.19129615256733 1.14722195844616 1.23706359756565 2.00098358392956 1.92398550073132 2.08106313775943
"both" "Mood Disorders" "Dis. Circulatory System" 248472 2268957.21452205 22680 9.99578125794562 9.8665343036288 10.1267212865159 1.75686867311104 1.73335314299098 1.78070322659864
"both" "Mood Disorders" "Homicide" 248472 2268957.21452205 51 0.0224772858974968 0.0170825150782214 0.0295757608879224 3.03480093376873 2.28042744705962 4.03872384516287
"both" "Mood Disorders" "Infectious Diseases" 248472 2268957.21452205 1044 0.460123264254639 0.433042145450733 0.488897952618404 2.17590622491478 2.04228524444207 2.31826965038682
"both" "Mood Disorders" "Natural Causes" 248472 2268957.21452205 64437 28.3993896348431 28.1809588233467 28.619513505107 1.80190664250109 1.78755496669003 1.81637354307582
"both" "Mood Disorders" "Neoplasms" 248472 2268957.21452205 13271 5.84894237540548 5.75027254303868 5.94930529896863 1.25176229010426 1.23014037690688 1.273764247026
"both" "Mood Disorders" "Other Causes" 248472 2268957.21452205 11295 4.97805772965149 4.88709437777733 5.07071417986682 2.24714391634408 2.20425060723812 2.29087190185208
"both" "Mood Disorders" "Respiratory Diseases" 248472 2268957.21452205 8798 3.8775521828662 3.79736882687581 3.95942865081675 2.28555664434585 2.2361199703632 2.33608627611558
"both" "Mood Disorders" "Suicide" 248472 2268957.21452205 3483 1.53506640747022 1.48492379255621 1.58690222835413 14.3104498227525 13.7593070107429 14.8836692116561
"both" "Mood Disorders" "Unnatural Causes" 248472 2268957.21452205 6711 2.95774638545296 2.88782170601722 3.02936419600686 5.37293937459958 5.23503442623959 5.5144771118266
"both" "Neurotic Disorders" "Accidents" 309949 3018828.69841305 3101 1.02721959733262 0.991694102366422 1.06401772343535 4.10817861756427 3.95789150543366 4.26417235809577
"both" "Neurotic Disorders" "Alcohol Misuse" 309949 3018828.69841305 3787 1.25446005001568 1.2151358738523 1.29505683351804 5.19054997772984 5.01331258313051 5.37405330798019
"both" "Neurotic Disorders" "All Causes" 309949 3018828.69841305 51195 16.958564103658 16.8122979795349 17.1061027355067 2.14490542806207 2.12583739026785 2.16414449966489
"both" "Neurotic Disorders" "Diabetes Mellitus" 309949 3018828.69841305 1224 0.405455268344122 0.383365450622661 0.428817918675237 2.16575758659081 2.04414741309227 2.29460257799124
"both" "Neurotic Disorders" "Digestive Diseases" 309949 3018828.69841305 1960 0.64925843623732 0.621142031865754 0.678647548225227 2.39121754246635 2.28425948216684 2.50318380203234
"both" "Neurotic Disorders" "Dis. Circulatory System" 309949 3018828.69841305 12305 4.0760842132144 4.00469717791388 4.14874378138883 1.75826887217918 1.72680391966815 1.79030716322925
"both" "Neurotic Disorders" "Homicide" 309949 3018828.69841305 108 0.0357754648538931 0.0296263656662491 0.0432008400871867 4.82969177228391 3.93490142074645 5.9279560327186
"both" "Neurotic Disorders" "Infectious Diseases" 309949 3018828.69841305 745 0.246784456631022 0.229684765953239 0.265157193956294 2.35504754025757 2.18621183981256 2.53692200173463
"both" "Neurotic Disorders" "Natural Causes" 309949 3018828.69841305 44855 14.8584118150127 14.721542195538 14.9965539433379 1.96984351142436 1.95118803912943 1.98867735025268
"both" "Neurotic Disorders" "Neoplasms" 309949 3018828.69841305 11321 3.75012997787893 3.68168238869652 3.81985010281273 1.44040413086164 1.41351275181916 1.46780710505307
"both" "Neurotic Disorders" "Other Causes" 309949 3018828.69841305 7327 2.42710028689329 2.37215757265063 2.48331555650206 2.24367840375022 2.19123179381783 2.2973803107722
"both" "Neurotic Disorders" "Respiratory Diseases" 309949 3018828.69841305 6186 2.04913912579799 1.99870615307905 2.10084466413812 2.75646547948806 2.6861689648127 2.82860164015749
"both" "Neurotic Disorders" "Suicide" 309949 3018828.69841305 3131 1.0371572264587 1.00145730368588 1.07412977910929 10.7732063395856 10.3425874392656 11.2217542773348
"both" "Neurotic Disorders" "Unnatural Causes" 309949 3018828.69841305 6340 2.10015228864521 2.04908767030425 2.15248947100776 5.91349613280062 5.7573483295197 6.07387889548888
"both" "Eating Disorders" "Accidents" 21229 202263.89467026 70 0.346082528046428 0.273805161553369 0.437439219697327 2.86411910041381 2.26331288242123 3.62441193396985
"both" "Eating Disorders" "Alcohol Misuse" 21229 202263.89467026 51 0.252145841862397 0.191628347175356 0.3317751601245 5.12458376414875 3.8903824867407 6.75032823771997
"both" "Eating Disorders" "All Causes" 21229 202263.89467026 623 3.08013449961321 2.84752149718639 3.33174957417592 2.86383921854545 2.64707700925521 3.09835151792076
"both" "Eating Disorders" "Diabetes Mellitus" 21229 202263.89467026 13 0.0642724694943366 0.037320216568787 0.110689345204802 2.92416296613269 1.69614191498787 5.04128161502516
"both" "Eating Disorders" "Digestive Diseases" 21229 202263.89467026 27 0.133488975103622 0.09154435841644 0.194652153146942 4.33269099838776 2.96829093347694 6.3242491077252
"both" "Eating Disorders" "Dis. Circulatory System" 21229 202263.89467026 69 0.341138491931479 0.269437537916857 0.43192003451722 1.97633740034467 1.56067553472431 2.50270439504974
"both" "Eating Disorders" "Homicide" 21229 202263.89467026 NA NA NA NA NA NA NA
"both" "Eating Disorders" "Infectious Diseases" 21229 202263.89467026 4 0.0197761444597959 0.00742234016654405 0.0526917226803437 0.917365243786237 0.34390340971487 2.44707951923105
"both" "Eating Disorders" "Natural Causes" 21229 202263.89467026 456 2.25448046841673 2.05676802839996 2.47119855632263 2.62279653677627 2.39242582299177 2.87535003477066
"both" "Eating Disorders" "Neoplasms" 21229 202263.89467026 98 0.484515539264999 0.397487402982233 0.590598107079499 1.44340500261749 1.18392428093789 1.7597561221827
"both" "Eating Disorders" "Other Causes" 21229 202263.89467026 150 0.741605417242346 0.631935245860902 0.870308466706811 4.08148257480348 3.47559136683678 4.79299729173448
"both" "Eating Disorders" "Respiratory Diseases" 21229 202263.89467026 44 0.217537589057755 0.161886580667705 0.292319489718527 3.89886481173175 2.90034576248731 5.241149871429
"both" "Eating Disorders" "Suicide" 21229 202263.89467026 95 0.469683430920152 0.3841260886816 0.574297169031343 8.8621388908091 7.22412614152838 10.8715579132143
"both" "Eating Disorders" "Unnatural Causes" 21229 202263.89467026 167 0.825654031196478 0.7094636561777 0.960873151563168 4.52589864810622 3.88429604509082 5.27348027419749
"both" "Personality Disorders" "Accidents" 139881 1736549.50091324 2605 1.50010120565526 1.44358763239129 1.55882717246668 5.31862218584411 5.1089786833954 5.53686826834699
"both" "Personality Disorders" "Alcohol Misuse" 139881 1736549.50091324 2970 1.71028813082385 1.64987198229189 1.77291663949201 5.74229353839806 5.52677295898473 5.9662185014355
"both" "Personality Disorders" "All Causes" 139881 1736549.50091324 36522 21.0313613178279 20.8167695400414 21.2481652366963 2.25820560307742 2.23467718273826 2.28198174893502
"both" "Personality Disorders" "Diabetes Mellitus" 139881 1736549.50091324 936 0.53899989577479 0.505552530314834 0.574660139598771 2.45733483670388 2.30142341232049 2.62380858183326
"both" "Personality Disorders" "Digestive Diseases" 139881 1736549.50091324 1455 0.837868427726837 0.795903875679606 0.882045588208749 2.63681338912346 2.50160307231341 2.77933175171192
"both" "Personality Disorders" "Dis. Circulatory System" 139881 1736549.50091324 8436 4.85790931704715 4.75534325465624 4.96268758507517 1.80446747074252 1.76580264246513 1.84397892191522
"both" "Personality Disorders" "Homicide" 139881 1736549.50091324 79 0.0454925125707355 0.0364898659562979 0.0567162593164125 5.58556933911976 4.42416125008987 7.05186431472879
"both" "Personality Disorders" "Infectious Diseases" 139881 1736549.50091324 563 0.324206133890178 0.298502078420044 0.352123569150192 2.84758411713402 2.61615257543424 3.09948868437385
"both" "Personality Disorders" "Natural Causes" 139881 1736549.50091324 31875 18.3553650404075 18.1549619751927 18.5579802495311 2.06285246006459 2.03989530728113 2.08606797456986
"both" "Personality Disorders" "Neoplasms" 139881 1736549.50091324 7848 4.51930681841939 4.42041848496551 4.62040736379994 1.43561156683715 1.40373216518158 1.46821496433403
"both" "Personality Disorders" "Other Causes" 139881 1736549.50091324 5260 3.02899514078568 2.94823468738747 3.11196785050832 2.46159639291121 2.39448096055554 2.53059301845007
"both" "Personality Disorders" "Respiratory Diseases" 139881 1736549.50091324 4407 2.53779117593964 2.46396044862778 2.61383418563551 2.92124013148135 2.8341105502185 3.0110483534664
"both" "Personality Disorders" "Suicide" 139881 1736549.50091324 1963 1.13040255919435 1.08148660926393 1.18153099158836 9.06103901254066 8.63473657260975 9.50838827523946
"both" "Personality Disorders" "Unnatural Causes" 139881 1736549.50091324 4647 2.67599627742035 2.60015268571499 2.75405214321037 6.42569649940098 6.23292032288499 6.62443499410925
"both" "Intellectual Disabilities" "Accidents" 20509 198751.577341118 189 0.950935849307091 0.824584977637449 1.09664742145592 4.56488583127535 3.95600369525597 5.26748311119313
"both" "Intellectual Disabilities" "Alcohol Misuse" 20509 198751.577341118 84 0.422638155247596 0.341267553905591 0.523410468492724 1.94386537220237 1.56900683111358 2.40828306819139
"both" "Intellectual Disabilities" "All Causes" 20509 198751.577341118 3357 16.8904319900736 16.3286235056874 17.4715702589341 3.49950788558227 3.38285286015544 3.62018566798964
"both" "Intellectual Disabilities" "Diabetes Mellitus" 20509 198751.577341118 95 0.477983627958591 0.390914325212354 0.584446089235402 4.06905838643274 3.32609434817561 4.97798150593064
"both" "Intellectual Disabilities" "Digestive Diseases" 20509 198751.577341118 163 0.82011927744474 0.703405516569394 0.956198968294738 5.33975554141549 4.57767767221591 6.22870181863967
"both" "Intellectual Disabilities" "Dis. Circulatory System" 20509 198751.577341118 805 4.05028232112279 3.77993545487172 4.33996481597503 3.24635257511458 3.02932911433243 3.47892376305092
"both" "Intellectual Disabilities" "Homicide" 20509 198751.577341118 4 0.0201256264403617 0.00755350699469454 0.0536228853566272 2.40886450188054 0.901449156698408 6.43699996311778
"both" "Intellectual Disabilities" "Infectious Diseases" 20509 198751.577341118 57 0.286790176775154 0.221217700189273 0.371799387772102 4.49086357885631 3.46119727351516 5.82684374514597
"both" "Intellectual Disabilities" "Natural Causes" 20509 198751.577341118 3095 15.5722034582299 15.0331397358593 16.1305971211107 3.46578421267894 3.3455592601865 3.59032953078972
"both" "Intellectual Disabilities" "Neoplasms" 20509 198751.577341118 465 2.33960407369205 2.13633247566165 2.56221692269184 1.42417012405698 1.30031975871378 1.55981675173709
"both" "Intellectual Disabilities" "Other Causes" 20509 198751.577341118 1019 5.12700333568215 4.82167985830643 5.45166082704807 7.84385717166001 7.37438300888457 8.34321939276497
"both" "Intellectual Disabilities" "Respiratory Diseases" 20509 198751.577341118 407 2.0477824903068 1.85819518837608 2.25671294051292 4.84717763320283 4.39731341212858 5.34306491391265
"both" "Intellectual Disabilities" "Suicide" 20509 198751.577341118 69 0.347167056096239 0.274199010234244 0.439552880718158 3.10753760957732 2.45244833356419 3.9376120029828
"both" "Intellectual Disabilities" "Unnatural Causes" 20509 198751.577341118 262 1.31822853184369 1.16789365867131 1.48791497347777 4.02918548233505 3.5680029183406 4.54997824346226
"both" "Developmental Disorders" "Accidents" 21608 170098.319829329 36 0.211642302146907 0.152663618874366 0.293406277070533 1.70681827184657 1.2298537516287 2.36876019547146
"both" "Developmental Disorders" "Alcohol Misuse" 21608 170098.319829329 10 0.0587895283741407 0.0316319826478566 0.109263105159426 1.29803629777694 0.698228716764946 2.4131036004262
"both" "Developmental Disorders" "All Causes" 21608 170098.319829329 332 1.95181234202147 1.75275940496683 2.17347081845465 2.55329606977689 2.2923490269516 2.84394773365189
"both" "Developmental Disorders" "Diabetes Mellitus" 21608 170098.319829329 5 0.0293947641870704 0.0122349184189872 0.070621816347591 1.94183660952641 0.80764393280439 4.66880176392074
"both" "Developmental Disorders" "Digestive Diseases" 21608 170098.319829329 24 0.141094868097938 0.0945715333199654 0.21050480101893 8.82206673427072 5.90707998006329 13.1755218697906
"both" "Developmental Disorders" "Dis. Circulatory System" 21608 170098.319829329 46 0.270431830521047 0.202560605824489 0.361044412664977 2.55507659125458 1.91350095522329 3.41176541843708
"both" "Developmental Disorders" "Homicide" 21608 170098.319829329 NA NA NA NA NA NA NA
"both" "Developmental Disorders" "Infectious Diseases" 21608 170098.319829329 4 0.0235158113496563 0.00882590393108546 0.0626557220371436 1.6947571228153 0.63492991451984 4.52365157106399
"both" "Developmental Disorders" "Natural Causes" 21608 170098.319829329 256 1.505011926378 1.33149593542602 1.70113992711161 2.68070570335352 2.37121762309308 3.03058774445944
"both" "Developmental Disorders" "Neoplasms" 21608 170098.319829329 46 0.270431830521047 0.202560605824489 0.361044412664977 1.27175079247904 0.95240937925811 1.69816689481882
"both" "Developmental Disorders" "Other Causes" 21608 170098.319829329 100 0.587895283741407 0.483258856420905 0.715187854403982 4.38499787033272 3.60093884674205 5.33977585879282
"both" "Developmental Disorders" "Respiratory Diseases" 21608 170098.319829329 21 0.123458009585695 0.0804955488618565 0.189350595733178 3.39557007615661 2.21278314723777 5.21058566289384
"both" "Developmental Disorders" "Suicide" 21608 170098.319829329 38 0.223400207821735 0.162555043552032 0.307020020814176 3.71289485924793 2.69592936508947 5.1134827248607
"both" "Developmental Disorders" "Unnatural Causes" 21608 170098.319829329 76 0.446800415643469 0.356840430877372 0.559439441680811 2.33588675909338 1.86369376600665 2.92771647940807
"both" "Behavioral Disorders" "Accidents" 64464 566376.105269856 343 0.605604644702611 0.544789381437293 0.673208763206393 4.37673183842988 3.92792343426598 4.87682153333661
"both" "Behavioral Disorders" "Alcohol Misuse" 64464 566376.105269856 114 0.201279677831189 0.167524218185803 0.241836727528512 3.65041210507426 3.03561715902303 4.38971973038961
"both" "Behavioral Disorders" "All Causes" 64464 566376.105269856 1818 3.20988117804474 3.06567076477958 3.36087530844386 2.72588414332511 2.60278850967235 2.85480143131823
"both" "Behavioral Disorders" "Diabetes Mellitus" 64464 566376.105269856 41 0.0723900595708661 0.0533020100564158 0.0983137543805028 2.96579257011612 2.18145387842161 4.03213914168117
"both" "Behavioral Disorders" "Digestive Diseases" 64464 566376.105269856 57 0.100639838915594 0.0776292757397381 0.1304711023057 3.18656168640984 2.45639384087535 4.13377334380412
"both" "Behavioral Disorders" "Dis. Circulatory System" 64464 566376.105269856 306 0.540277029967927 0.483010476088784 0.604333205098661 2.26811341509588 2.02741749560623 2.53738486270666
"both" "Behavioral Disorders" "Homicide" 64464 566376.105269856 15 0.0264841681356827 0.0159664013845698 0.0439304477536789 3.481084640013 2.07475597505455 5.84066291006385
"both" "Behavioral Disorders" "Infectious Diseases" 64464 566376.105269856 30 0.0529683362713654 0.0370347061643482 0.0757571731474227 2.68600434936573 1.87328798208727 3.8513135373734
"both" "Behavioral Disorders" "Natural Causes" 64464 566376.105269856 1288 2.27410723725062 2.1532434588892 2.40175522427154 2.38911549466824 2.26178347733629 2.52361594469955
"both" "Behavioral Disorders" "Neoplasms" 64464 566376.105269856 280 0.494371138532744 0.439727965861721 0.555804591903117 1.48517161553116 1.32074380661228 1.6700700896998
"both" "Behavioral Disorders" "Other Causes" 64464 566376.105269856 326 0.575589254148838 0.516379489825707 0.641588204061783 3.03935118548283 2.7243668281343 3.39075323238391
"both" "Behavioral Disorders" "Respiratory Diseases" 64464 566376.105269856 134 0.236591902012099 0.199741019375677 0.280241526115486 3.14660800546254 2.65558526471452 3.72842178016279
"both" "Behavioral Disorders" "Suicide" 64464 566376.105269856 172 0.303685127955828 0.261529097429748 0.35263631407714 4.45707604116804 3.82539611789796 5.19306399246052
"both" "Behavioral Disorders" "Unnatural Causes" 64464 566376.105269856 530 0.935773940794123 0.859403493082578 1.01893100891227 4.3884955526836 4.02263641994042 4.7876296054141
"men" "All Danish population" "Accidents" 3312865 51304339.1918856 21528 0.419613629940387 0.414045640804651 0.425256496094405 NA NA NA
